code,quantity,sale_date,labels
e6762ba2ffbca07ab6cee7551caeaad5,1,2016-12-17,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2016-12-18,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2016-12-21,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2016-12-21,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2016-12-29,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2016-12-31,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-01-08,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-01-10,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-01-24,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-01-24,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-01-25,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-01-26,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-01-28,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-01-29,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-02-01,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-03-21,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-03-21,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-03-22,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-04-25,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-04-25,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-04-26,3
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-04-26,13
e6762ba2ffbca07ab6cee7551caeaad5,1,2017-04-28,3
d408e1b5e841dde4e15a4cfa182e3812,2,2016-07-15,4
d408e1b5e841dde4e15a4cfa182e3812,2,2016-07-18,4
d408e1b5e841dde4e15a4cfa182e3812,2,2016-07-18,4
d408e1b5e841dde4e15a4cfa182e3812,1,2016-08-17,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-08-20,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-08-22,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-08-30,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-08-30,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-11,9
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-11,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-13,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-14,9
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-18,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-18,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-19,9
d408e1b5e841dde4e15a4cfa182e3812,2,2016-11-20,4
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-24,9
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-25,9
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-25,9
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-26,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-11-29,9
d408e1b5e841dde4e15a4cfa182e3812,1,2016-12-11,8
d408e1b5e841dde4e15a4cfa182e3812,4,2016-12-14,5
d408e1b5e841dde4e15a4cfa182e3812,1,2016-12-15,9
d408e1b5e841dde4e15a4cfa182e3812,1,2016-12-17,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-12-27,8
d408e1b5e841dde4e15a4cfa182e3812,1,2016-12-27,9
d408e1b5e841dde4e15a4cfa182e3812,1,2016-12-27,8
d408e1b5e841dde4e15a4cfa182e3812,2,2016-12-27,4
d408e1b5e841dde4e15a4cfa182e3812,1,2016-12-28,9
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-03,9
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-03,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-04,9
d408e1b5e841dde4e15a4cfa182e3812,2,2017-01-04,11
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-04,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-04,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-05,9
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-05,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-06,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-07,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-07,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-07,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-08,9
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-08,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-09,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-09,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-10,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-11,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-11,9
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-12,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-14,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-15,9
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-16,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-16,9
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-20,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-01-23,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-02-07,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-02-22,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-02-24,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-02-28,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-01,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-04,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-05,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-05,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-07,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-08,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-13,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-16,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-20,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-23,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-03-27,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-04-06,8
d408e1b5e841dde4e15a4cfa182e3812,1,2017-04-09,8
29424aaf6e27a8dbe4b7273a0a39131d,1,2016-12-30,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-04,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-05,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-08,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-09,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-01-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-10,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-10,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-10,7
29424aaf6e27a8dbe4b7273a0a39131d,4,2017-01-11,10
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-11,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-13,7
29424aaf6e27a8dbe4b7273a0a39131d,5,2017-01-15,10
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-16,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-20,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-21,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-24,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-25,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-25,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-28,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-01-29,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-01-29,7
29424aaf6e27a8dbe4b7273a0a39131d,3,2017-01-30,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-01,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-01,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-01,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-02-02,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-02,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-04,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-04,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-05,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-10,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-11,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-11,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-12,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-12,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-14,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-15,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-15,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-16,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-16,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-17,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-17,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-02-17,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-17,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-17,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-18,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-19,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-20,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-20,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-22,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-23,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-23,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-24,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-24,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-24,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-25,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-25,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-25,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-26,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-26,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-02-27,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-02-28,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-03-01,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-01,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-03,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-03,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-03,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-04,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-06,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-08,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-08,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-08,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-08,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-03-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-10,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-10,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-12,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-12,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-03-12,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-13,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-13,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-03-13,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-14,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-14,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-03-15,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-03-15,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-16,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-16,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-18,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-18,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-19,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-20,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-20,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-21,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-21,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-22,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-22,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-22,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-22,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-23,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-23,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-24,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-24,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-25,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-26,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-26,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-27,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-03-27,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-28,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-28,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-28,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-29,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-03-30,7
29424aaf6e27a8dbe4b7273a0a39131d,3,2017-03-30,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-30,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-31,7
29424aaf6e27a8dbe4b7273a0a39131d,4,2017-03-31,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-03-31,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-01,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-02,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-03,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-04,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-04,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-05,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-05,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-07,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-08,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-08,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-08,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-09,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-10,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-12,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-12,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-12,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-13,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-15,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-04-16,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-16,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-17,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-17,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-18,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-18,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-04-19,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-19,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-22,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-23,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-23,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-24,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-04-24,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-25,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-25,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-26,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-26,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-27,7
29424aaf6e27a8dbe4b7273a0a39131d,2,2017-04-28,7
29424aaf6e27a8dbe4b7273a0a39131d,1,2017-04-30,7
723f73c85e91fc31d147dfade389d4f9,1,2016-06-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-09,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-10,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-10,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-10,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-10,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-12,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-12,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-13,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-13,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-14,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-14,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-15,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-16,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-16,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-18,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-18,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-19,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-19,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-21,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-22,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-22,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-23,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-23,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-23,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-23,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-23,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-24,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-24,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-24,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-24,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-25,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-27,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-27,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-27,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-27,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-27,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-28,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-28,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-28,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-29,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-29,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-29,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-30,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-30,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-30,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-30,8
723f73c85e91fc31d147dfade389d4f9,1,2016-06-30,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-01,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-01,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-03,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-03,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-04,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-05,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-05,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-05,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-05,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-05,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-05,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-05,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-06,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-06,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-07,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-07,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-07,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-07,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-07,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-07,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-08,5
723f73c85e91fc31d147dfade389d4f9,1,2016-07-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-08,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-09,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-09,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-09,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-09,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-09,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-10,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-10,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-10,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-10,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-11,8
723f73c85e91fc31d147dfade389d4f9,1,2016-07-11,8
